	Malot_ClotildeMartory	Flaubert_MadameBovary	Gaboriau_Lerouge	Maupassant_PierreJean	Aimard_BanditsArizona	Stolz_TresorNanette	Zola_Nana	sum
mordillonnait	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mordillonner	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mordillée	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
mordu	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
montauban	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grimaçants	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
guignait	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
moelle	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
modifièrent	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
modifié	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
modistes	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
modulait	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
grugée	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
modérant	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
modérateur	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
groënlandais	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
modéré	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
groupées	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
modérées	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
groupaient	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
moissonne	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
grouillante	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
moines	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
grotesquement	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
groséline	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
moirait	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
moirant	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
moire	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
grossièretés	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
moirée	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
moisi	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grossière	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
modifierait	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
grèce	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
modifiant	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
grèves	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
guidés	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
guidât	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
guiderez	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
guiderait	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
miséricordieux	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
mitrailler	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
mixtionné	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mièvreries	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
gueules	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
gueuler	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
gueulant	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
mmes	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
gueulait-il	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
guettés	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
guetté	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
guetteras	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
guetter	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
guette	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
guettaient	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
guerrières	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
guenon	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
guanaxuato	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
guadalupe	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
grossisse	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
moissonner	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
grimoires	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
grisât	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mondains	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grognent	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grognait-il	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
money	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
grogna	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
monocle	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
monologue	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
grisée	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
monologueurs	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
monomanie	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
grisâtre	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grisonnant	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
grossissant	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grisonnaient	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
grisi	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
grisa	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
gris-perle	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
grinçassent	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
monstruosité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
monstruosités	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
grinçait	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
gringalette	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
montais	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
montait-il	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
grogner	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grogs	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
groin	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
monastères	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
moiteur	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grossiers	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
moka	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
moleskine	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grossie	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
grosseurs	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
groselia	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
gros-jean	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
gros-bleu	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
mollir	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
mollis	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
mollissaient	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
moléculaire	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
grondée	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
momentanée	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
momeries	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
momie	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
grondant	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
monacale	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
grondait-il	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
grondaient	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
monarchiques	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
grommeler	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
naguère	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fêlée	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
différons	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
flatteuses	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
fleurir	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fleuries	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
fleuri	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
occuperez	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
occupez	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
occupiez	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
occupions	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
occupons-nous	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
occupâmes	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
occupèrent	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
flegme	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
ochk	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
fleurissaient	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
ocote	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
flattent	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
octogénaire	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
flatrés	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
flasque	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
flaque	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
flanqués	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
flanquées	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
flanquât	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
odyssée	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
odéon	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
fleurirent	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
fleurissent	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
naissent	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
floride	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fluet	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
obtinrent	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
flouer	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
flotté	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
flottes	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
obéie	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
obéirait	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
flottante	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
obéissais	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
florès	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
florissante	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
obéisse	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fleurit	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
obéissent	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
obéissions	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
flore	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
obélisque	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
obélisques	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
occasionne	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
flocons	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
occasionnées	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
flibuster	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
occulte	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
flexible	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
offensante	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
flanquez	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
flanquerais	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
fiévreusement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
flairée	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
ohio	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
flairant	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
flaira	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
oiseau-chassé	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
flaflas	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
oiseaux-mouches	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
oiseuse	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
fla-fla	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
oisive	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
fiévreuses	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
olympe	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
flanquera	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
oléagineuses	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
ombrageaient	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
fié	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
fixées	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
fixèrent	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
fixaient	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
fissent	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
firmament	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
ombreuse	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
fino	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
omettez	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
ogres	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
ogre	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
offusque	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
offusquait	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
offensées	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
flanquait	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
offertes	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
flandres	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
offices	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
flammèches	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
flammèche	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
officiellement	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
flambé	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
flamboyait	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
officine	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
flamboyaient	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
flamboya	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
flambeau	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
flambantes	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
offrent	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
flamba	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
flamants	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
offrira	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
offrirait	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
offrirez	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
flamandes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
offrît	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
fluette	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
obtiendrais	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
fluide	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
n’était-il	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
forgera	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
n’écoutant	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
n’écoutez	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
n’écraserais	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
n’écriraient	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
n’écris	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
forger	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
n’épouvante	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
forgeait	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
n’éprouve	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
forfanterie	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
forcées	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
fontenay-sous-bois	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
forci	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
n’étouffait	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
n’étudiait	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
forcerait	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
forcerais	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
forcerai	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
oaoh	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
forcera	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
forcenés	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
fontes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
objectait-il	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
n’écouta	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
n’éclate	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
n’éclairait	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
n’échappaient	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
n’obligerait	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
n’offenser	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
n’offrait	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
n’ordonnait	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
formeraient	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
n’osais	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
formera	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
n’osait-elle	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
n’osait-il	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
formels	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
formelles	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
formel	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
n’oserais	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
n’oublia	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
formalité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
n’oubliant	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
formaliste	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
formais	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
n’oublies	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
n’oubliez	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
n’oublions	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
forma	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
forgé	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
objecter	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
fontaines	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
flux	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
flâneuse	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
flétrie	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
observatoire	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
observe	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
observent	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
observât	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
fléchir	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
fléchi	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
obstinaient	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
obstinait-il	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
obstine	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
obstinent	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
obstinons	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
fondés	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
flânes	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
flânerie	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
flânera	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
flâne	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
obséquieuse	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
obséquieux	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
obséquiosités	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
obtenaient	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
obtenais	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fluxions	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
obtenez	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
flétrirez	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
observant	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
flétrissante	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
obscénités	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
obligation	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
fondues	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
obligeait	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fondiez	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
fonderies	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
obligeassent	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
obligent	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fondateur	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
obligerez	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fondants	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
obligèrent	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
foncés	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
foncée	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
obliquant	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
fonction	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
folâtre	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
obscurcirent	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
obscurcissait	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
obscurcit	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
flûtée	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
flûté	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
flétrit	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
obscurs	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
omettrait	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
finissons-nous	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
omoplates	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
fausser	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
oseriez	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
faveurs	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
osez	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
osmazôme	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
osseuse	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
ostentation	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
faussetés	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fausset	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
otage	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
fausses	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
othon	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
faussaire	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
fatidique	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
oubliai	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
faucheux	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
fauchant	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
faubourg-saint-honoré	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
fatiguées	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
oubliera	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
fatiguèrent	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
oublierais	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
oublieras	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
oublieriez	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
oublieuses	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
favoriser	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
oserais	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
osera	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
favorisé	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
fermentait	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
ornée	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
fermement	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
ferions-nous	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
fera-t	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
orsini	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fendues	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
orthographes	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
fendit	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
