	Dickens_Cricket_0	Dickens_Cricket_1	Dickens_Cricket_2	Dickens_Cricket_3	Dickens_Cricket_4	Dickens_Cricket_5	Dickens_Cricket_6	Dickens_Cricket_7	Dickens_Cricket_8	Dickens_Cricket_sum
autographs_NN2_autograph	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
whence_AVQ_whence	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
dimly_AV0_dimly	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
perspective_NN1_perspective	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
tempting_VVG_tempt|tempting	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
orders_NN2_order	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
helping_VVG_help|helping	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Think_VVB_think	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
allowed_VVN_allow	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
fatality_NN1_fatality	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
liable_AJ0_liable	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
grazed_VVN_graze	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
effected_VVD_effect	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
ascent_NN1_ascent	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
descent_NN1_descent	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
recording_VVG_record|recording	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
notch_NN1_notch	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Robinson_NP0_robinson	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
raised_AJ0_raised|raise	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mantle_NN1_mantle	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
half-a-dozen_CRD_half-a-dozen	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
cream-coloured_AJ0_cream-coloured	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
blankets_NN2_blanket	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
inaction_NN1_inaction	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
recalled_VVN_recall|recalled	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
shining_VVG_shine|shining	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
roaring_AJ0_roaring|roar	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
144_CRD_144	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
violently_AV0_violently	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
partake_VVI_partake	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
permit_VVI_permit	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
interval_NN1_interval	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
truce_NN1_truce	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
spencer_NN1_spencer	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
fashion_NN1_fashion	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
connection_NN1_connection	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
universe_NN1_universe	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
shrunken_AJ0_shrunken	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
dog's-eared_AJ0_dog's-eared	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
independent_AJ0_independent	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
pursuing_VVG_pursue	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
regard_VVB_regard	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
invested_VVN_invest|invested	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
united_AJ0_united|unite	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
efforts_NN2_effort	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Crusoe_NP0_crusoe	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
marked_VVD_mark|marked	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
calendar_NN1_calendar	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
ungenteel_AJ0_ungenteel	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
questions_NN2_question	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
information_NN1_information	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
beats_NN2_beat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
left_NN1_left	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
opposite_AJ0_opposite	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
lift_NN1_lift	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
engage_VVI_engage	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
sure-ly_AJ0_sure-ly	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Thinking_NN1_thinking|think	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
rambling_AJ0_rambling|ramble	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
jogged_VVD_jog	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
remain_VVI_remain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
withal_AV0_withal	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
long-winded_AJ0_long-winded|long-wind	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Parliamentary_AJ0_parliamentary	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
speech_NN1_speech	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
passengers_NN2_passenger	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
horseback_NN1_horseback	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
plodded_VVD_plod	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
147_CRD_147	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
express_AJ0_express	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
sides_NN2_side	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
recognitions_NN2_recognition	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
lot_NN1_lot	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
gets_VVZ_get	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
However_AV0_however	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
fortnight_NN1_fortnight	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
145_CRD_145	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
nice_AJ0_nice	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Way_NN1_way	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
monosyllable_AJ0_monosyllable	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Please_AV0_please	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
hard-hearted_AJ0_hard-hearted	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
monster_NN1_monster	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
save_VVB_save	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Regularly_AV0_regularly	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
once_CJS_once	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
lucky_AJ0_lucky	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
audible_AJ0_audible	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
honouring_VVG_honour	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
By-the-bye_AJ0_By-the-bye	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
visibly_AV0_visibly	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
embarrassed_AJ0_embarrassed|embarrass	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
None_PNI_none	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
attracted_VVN_attract|attracted	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
confirmation_NN1_confirmation	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
146_CRD_146	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
lodging_VVG_lodge|lodging	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Things_NN2_thing	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
whimsical_AJ0_whimsical	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dealt_VVN_deal	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
explanatory_AJ0_explanatory	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
expanding_AJ0_expanding|expand	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
puffed_VVD_puff|puffed	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ticked_VVD_tick|ticked	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
gleamed_VVD_gleam	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Genius_NN1_genius	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fairy_NN1_fairy	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
summoned_VVD_summon	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
forms_NN2_form	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
sizes_NN2_size	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
gathering_VVG_gather|gathering	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
coy_AJ0_coy	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
shrinking_VVG_shrinking|shrink	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
pleading_NN1_pleading|plead	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
newly-married_AJ0_newly-married	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
keys_NN2_key	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
motherly_AJ0_motherly	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
attended_VVN_attend	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fictitious_AJ0_fictitious	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Slowboys_NN2_Slowboys	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
bearing_VVG_bear|bearing	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
babies_NN2_baby	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
christened_VVN_christen	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
rustic_AJ0_rustic	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
balls_NN2_ball	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
readiest_AJS_ready	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
smoothing_AJ0_smoothing	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
encircled_VVN_encircle	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
unheeded_AJ0_unheeded	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
reflection_NN1_reflection	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
declining_VVG_decline	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
refreshment_NN1_refreshment	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
cup_NN1_cup	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
retired_AJ0_retired|retire	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
notion_NN1_notion	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
coaxing_AJ0_coaxing|coax	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
wheedling_AJ0_wheedling	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
filler_NN1_filler	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
130_CRD_130	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
quarters_NN2_quarter	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
globe_NN1_globe	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
telescope_NN1_telescope	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
provoking_AJ0_provoke|provoking	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
brilliant_AJ0_brilliant	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
tobacco_NN1_tobacco	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
lighting_NN1_lighting|light	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
wisp_NN1_wisp	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
scorching_VVG_scorch	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Art_NP0_art	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Art_NN1_art	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
blazing_VVG_blaze	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Mower_NN1_mower	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fat_AJ0_fat	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
beset_VVN_beset	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
generation_NN1_generation	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SECOND_ORD_second	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
work-a-day_AJ0_work-a-day	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
cracked_AJ0_cracked|crack	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
nutshell_NN1_nutshell	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
pimple_NN1_pimple	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
prominent_AJ0_prominent	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
red-brick_AJ0_red-brick	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
knocked_VVN_knock	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hammer_NN1_hammer	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dwelling-house_NN1_dwelling-house	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
inroad_NN1_inroad	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
commend_VVI_commend	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
demolition_NN1_demolition	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
stuck_VVD_stick	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
barnacle_NN1_barnacle	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ship_NN1_ship	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
keel_NN1_keel	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
snail_NN1_snail	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
bunch_NN1_bunch	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
toadstools_NN2_toadstool	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
stem_NN1_stem	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
germ_NN1_germ	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
full-grown_AJ0_full-grown	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
trunk_NN1_trunk	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
back_VVI_back	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
132_CRD_132	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
troops_NN2_troop	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
visions_NN2_vision	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
grandchildren_NN2_grandchildren	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
withered_AJ0_withered|wither	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
leaned_VVD_lean	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
sticks_NN2_stick	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
tottered_VVD_totter	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
crept_VVD_creep	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
appeared_VVN_appear	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Boxers_NN2_boxer	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
newer_AJC_new	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drivers_NN2_driver	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Brothers_NN2_brother	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
sick_AJ0_sick	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
tended_VVN_tend	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
gentlest_AJS_gentl	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
graves_NN2_grave	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
131_CRD_131	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
churchyard_NN1_churchyard	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fixed_VVN_fix|fixed	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Gods_NN2_god	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
might_NN1_might	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
singly_AV0_singly	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
linger_VVI_linger	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
chimney-piece_NN1_chimney-piece	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
subjects_NN2_subject	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
conduct_NN1_conduct	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
linking_VVG_link|linking	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
terror_NN1_terror	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
warm_VVI_warm	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Darling_NN1_darling	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dozing_VVG_doze|dozing	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
imperfect_AJ0_imperfect	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
recovery_NN1_recovery	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
127_CRD_127	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
suspended_AJ0_suspended|suspend	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
apologised_VVD_apologise	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
supporting_VVG_supporting|support	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ill_AJ0_ill	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
beating_VVG_beat|beating	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
sinking_VVG_sink	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
covered_VVD_cover|covered	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
apron_NN1_apron	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
lead_VVI_lead	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
standing_NN1_standing|stand	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
addressing_VVG_address	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
brain_NN1_brain	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
wandering_VVG_wander|wandering	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
shock_NN1_shock	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Humph_NP0_humph	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
nut-cracker_NN1_nut-cracker	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
screw-jaw_NN1_screw-jaw	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
advanced_VVN_advance|advanced	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
transfixed_VVN_transfix	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
intention_NN1_intention	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
vessel_NN1_vessel	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
tapping_VVG_tap|tapping	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
forefinger_NN1_forefinger	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
imply_VVI_imply	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
wit_NN1_wit	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
marry_VVI_marry	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
126_CRD_126	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
express_VVI_express	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
sparingly_AV0_sparingly	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
sharply_AV0_sharply	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
gratify_VVI_gratify	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
whim_NN1_whim	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
honours_VVZ_honour	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
obeys_VVZ_obey	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
chuck_VVI_chuck	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Exactly_AV0_exactly	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
alacrity_NN1_alacrity	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Doubtless_AV0_doubtless	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Pleasant_AJ0_pleasant	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
uncomfortable_AJ0_uncomfortable	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
showing_VVG_show|showing	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
compassionately_AV0_compassionately	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
reality_NN1_reality	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
visiting_VVG_visit|visiting	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
lovely_AJ0_lovely	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Unscrew_VVB_unscrew	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heels_NN2_heel	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
up'ards_AV0_up'ards	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
129_CRD_129	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
curly_AJ0_curly	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
